Trans Number,Employee,Year,Month,WeekDay,Product,Units,Sales,Location
881,Emilee,2019,April,Sunday,mascara,45,137.0548403,east
882,Cristina,2018,December,Friday,mascara,85,256.6581064,midwest
883,Emilee,2019,July,Thursday,lipstick,57,173.05667,midwest
884,Zaret,2019,November,Wednesday,mascara,3,6.363786129,east
885,Cici,2020,August,Monday,foundation,9,24.85867023,midwest
886,Zaret,2018,April,Friday,eye liner,86,260.2938191,midwest
887,Jen,2019,March,Tuesday,foundation,11,35.04168436,east
888,Colleen,2018,January,Thursday,mascara,87,262.7592489,midwest
889,Colleen,2018,July,Saturday,eye liner,86,260.0091489,south
890,Betsy,2020,January,Wednesday,lip gloss,62,187.8103462,west
891,Emilee,2020,July,Sunday,mascara,80,241.8591743,west
892,Colleen,2018,July,Tuesday,lipstick,11,34.78231483,south
893,Colleen,2019,December,Thursday,lipstick,11,34.68082283,midwest
894,Cici,2019,November,Saturday,eye liner,4,9.790402076,south
895,Cristina,2018,December,Friday,lipstick,42,128.0261061,west
896,Cristina,2018,June,Monday,lip gloss,51,154.7180072,south
897,Colleen,2018,July,Tuesday,foundation,91,274.7721641,south
898,Emilee,2020,August,Friday,lip gloss,24,73.40630731,west
899,Emilee,2018,January,Monday,eye liner,19,59.1227308,midwest
900,Colleen,2018,March,Sunday,lip gloss,80,241.7472334,midwest
901,Betsy,2020,December,Wednesday,foundation,0,1.679690059,east
902,Jen,2020,September,Sunday,foundation,69,209.1420392,east
903,Emilee,2020,July,Sunday,mascara,84,253.7842131,midwest
904,Hallagan,2019,August,Saturday,lipstick,31,94.75214346,west
905,Zaret,2019,August,Wednesday,eye liner,11,35.27453709,south
906,Ashley,2019,March,Wednesday,lip gloss,79,239.3445563,midwest
907,Jen,2020,June,Saturday,eye liner,22,68.54903124,midwest
908,Betsy,2019,January,Thursday,foundation,76,231.1298624,east
909,Ashley,2018,October,Tuesday,eye liner,0,2.744417442,midwest
910,Emilee,2019,March,Saturday,lip gloss,94,283.5622631,west
911,Zaret,2018,November,Sunday,foundation,14,44.24570226,south
912,Emilee,2020,July,Wednesday,mascara,57,172.6972424,west
913,Jen,2019,April,Thursday,lip gloss,3,11.08284955,east
914,Cici,2020,July,Wednesday,lip gloss,50,151.9595498,west
915,Ashley,2020,June,Tuesday,eye liner,25,76.62456023,east
916,Cristina,2019,August,Wednesday,foundation,46,140.2736912,south
917,Zaret,2020,July,Sunday,lip gloss,19,58.73558056,east
918,Emilee,2020,May,Monday,eye liner,6,20.0996291,west
919,Jen,2020,July,Wednesday,lipstick,8,26.08486264,midwest
920,Emilee,2020,January,Tuesday,mascara,2,3.730967687,midwest
921,Zaret,2019,April,Sunday,lip gloss,80,240.6901053,east
922,Jen,2019,April,Monday,foundation,19,58.90412142,south
923,Betsy,2019,April,Sunday,lipstick,27,82.99409455,south
924,Ashley,2018,February,Friday,mascara,79,239.4486965,west
925,Jen,2020,January,Tuesday,foundation,57,173.3297047,south
926,Cici,2019,December,Monday,lip gloss,47,143.6016514,east
927,Cici,2018,November,Sunday,lip gloss,9,28.82709101,south
928,Jen,2019,November,Sunday,lip gloss,65,196.8592538,midwest
929,Zaret,2018,March,Wednesday,foundation,58,175.2226667,west
930,Cici,2018,September,Monday,mascara,48,145.9379301,south
931,Zaret,2019,October,Friday,foundation,75,226.6120164,east
932,Cici,2020,January,Saturday,foundation,59,179.3748371,west
933,Jen,2019,January,Sunday,mascara,34,104.4450326,midwest
934,Zaret,2018,March,Thursday,lipstick,57,173.0675659,east
935,Emilee,2020,March,Tuesday,lip gloss,62,187.8858443,south
936,Cristina,2020,July,Wednesday,lipstick,17,53.04867701,south
937,Ashley,2019,July,Friday,foundation,83,250.8243949,west
938,Ashley,2018,July,Tuesday,lip gloss,56,169.8403728,east
939,Hallagan,2018,February,Saturday,lip gloss,14,44.19432806,west
940,Colleen,2018,December,Saturday,lipstick,9,24.56278224,west
941,Betsy,2019,July,Monday,foundation,44,134.5034902,south
942,Zaret,2018,February,Friday,eye liner,32,97.64978151,east
943,Jen,2019,January,Wednesday,eye liner,85,256.9703706,east
944,Betsy,2018,September,Friday,lip gloss,2,3.723356238,west
945,Emilee,2019,January,Thursday,lipstick,31,94.43964532,south
946,Cici,2018,August,Sunday,eye liner,7,19.82206236,south
947,Colleen,2018,January,Monday,lipstick,1,0.287357847,midwest
948,Ashley,2020,November,Saturday,lip gloss,6,20.39713581,east
949,Cristina,2018,June,Sunday,foundation,13,41.83016997,west
950,Ashley,2018,October,Wednesday,lip gloss,70,212.4551079,south
951,Colleen,2018,June,Thursday,foundation,15,47.74943889,west
952,Cristina,2020,April,Wednesday,mascara,18,56.25783263,south
953,Cristina,2020,February,Thursday,eye liner,30,92.19647967,south
954,Zaret,2020,October,Friday,mascara,17,53.0679533,east
955,Zaret,2019,January,Wednesday,eye liner,1,1.454069356,midwest
956,Jen,2019,March,Saturday,foundation,50,152.3171979,south
957,Ashley,2019,December,Friday,lip gloss,83,251.0948967,east
958,Emilee,2018,May,Tuesday,mascara,54,164.0817034,midwest
959,Ashley,2019,April,Thursday,lip gloss,16,49.96808763,south
960,Emilee,2020,September,Wednesday,lip gloss,53,160.9591462,east
961,Cristina,2020,January,Tuesday,eye liner,95,286.7192294,west
962,Ashley,2017,December,Sunday,mascara,74,224.1344883,south
963,Colleen,2019,August,Saturday,mascara,11,35.12650717,midwest
964,Hallagan,2020,September,Wednesday,foundation,63,191.0009201,west
965,Betsy,2019,August,Wednesday,eye liner,53,161.2376802,east
966,Zaret,2020,July,Thursday,lip gloss,1,5.281684035,south
967,Cristina,2018,November,Thursday,foundation,24,74.30729541,midwest
968,Zaret,2020,April,Saturday,lipstick,5,16.42275003,west
969,Betsy,2019,February,Friday,lip gloss,35,107.3423799,east
970,Betsy,2020,May,Monday,eye liner,33,100.6187201,south
971,Emilee,2020,January,Wednesday,mascara,65,196.6363008,south
972,Cici,2020,February,Sunday,mascara,52,158.3350601,east
973,Cici,2020,August,Friday,mascara,44,133.4249833,east
974,Ashley,2020,October,Thursday,lipstick,72,218.0571538,east
975,Emilee,2018,September,Monday,mascara,13,41.13871235,east
976,Zaret,2020,September,Saturday,foundation,16,50.1591862,south
977,Cici,2020,February,Sunday,foundation,19,59.265314,west
978,Zaret,2019,May,Friday,mascara,67,203.4349771,west
979,Emilee,2020,February,Sunday,lip gloss,2,8.312286876,midwest
980,Zaret,2020,May,Friday,mascara,28,85.78732099,south
981,Colleen,2019,August,Saturday,foundation,6,15.85455907,midwest
982,Ashley,2019,March,Wednesday,mascara,70,212.0317809,midwest
983,Hallagan,2020,February,Thursday,lip gloss,65,197.1866309,south
984,Emilee,2020,December,Thursday,foundation,39,119.0511829,east
985,Hallagan,2020,August,Tuesday,foundation,72,218.1922927,west
986,Betsy,2019,April,Monday,lipstick,47,142.5369415,west
987,Emilee,2020,May,Thursday,lip gloss,94,283.5794352,east
988,Betsy,2019,May,Friday,lip gloss,58,175.8230061,west
989,Jen,2018,May,Saturday,eye liner,6,17.28882157,east
990,Colleen,2018,February,Tuesday,eye liner,38,115.9616334,south
991,Cristina,2018,January,Thursday,eye liner,1,1.016010813,midwest
992,Jen,2019,November,Wednesday,eye liner,34,104.5791716,west
993,Zaret,2018,March,Thursday,lip gloss,30,91.71732532,west
994,Colleen,2018,May,Wednesday,foundation,62,187.4323854,south
995,Betsy,2020,February,Sunday,lip gloss,24,74.2116699,east
996,Colleen,2018,September,Monday,eye liner,4,13.65418896,west
997,Emilee,2018,June,Sunday,lip gloss,88,265.2916292,west
998,Emilee,2019,September,Monday,eye liner,78,235.6935638,east
999,Ashley,2019,October,Friday,eye liner,82,248.1204557,west
1000,Cristina,2019,May,Friday,lip gloss,68,206.8704838,east
1001,Cristina,2018,February,Tuesday,foundation,20,61.59828665,midwest
1002,Colleen,2018,October,Tuesday,lip gloss,10,28.32613324,south
1003,Zaret,2018,September,Friday,eye liner,94,283.9871128,south
1004,Zaret,2020,April,Saturday,foundation,62,188.002533,east
1005,Emilee,2018,July,Friday,mascara,71,215.0225135,west
1006,Ashley,2018,March,Sunday,lipstick,70,211.5224441,west
1007,Cici,2018,April,Monday,foundation,17,52.00720637,east
1008,Ashley,2019,December,Thursday,eye liner,51,154.8658229,east
1009,Betsy,2020,April,Sunday,mascara,70,212.1868436,midwest
1010,Zaret,2020,June,Saturday,eye liner,94,283.9190678,west
1011,Colleen,2018,December,Friday,mascara,70,211.8501646,midwest
1012,Ashley,2019,May,Friday,lip gloss,89,269.1885102,west
1013,Colleen,2019,October,Friday,lip gloss,26,79.31149231,midwest
1014,Cici,2019,December,Thursday,eye liner,8,26.0964726,midwest
1015,Ashley,2020,January,Wednesday,foundation,8,26.08199029,midwest
1016,Cici,2020,October,Thursday,eye liner,62,187.6911012,east
1017,Jen,2020,August,Friday,eye liner,9,24.81963282,south
1018,Zaret,2018,August,Sunday,foundation,55,166.8197136,east
1019,Hallagan,2018,August,Thursday,lipstick,71,215.3533606,midwest
1020,Emilee,2020,March,Friday,mascara,5,17.42821754,south
1021,Colleen,2019,August,Wednesday,foundation,28,86.32209182,east
1022,Emilee,2020,May,Thursday,lipstick,95,286.9267488,south
1023,Betsy,2019,September,Thursday,eye liner,56,169.6685356,south
1024,Cici,2019,October,Tuesday,foundation,79,238.7162298,south
1025,Cici,2019,July,Friday,eye liner,10,32.24114953,south
1026,Hallagan,2018,September,Friday,lipstick,69,208.6163177,west
1027,Colleen,2020,March,Friday,lip gloss,15,46.77243043,midwest
1028,Cici,2020,January,Wednesday,eye liner,0,1.776059433,west
1029,Cici,2019,July,Thursday,lipstick,78,236.1017895,east
1030,Hallagan,2019,May,Tuesday,mascara,89,268.4512789,south
1031,Cici,2019,February,Monday,mascara,94,284.111769,east
1032,Betsy,2018,February,Tuesday,mascara,5,13.09074245,west
1033,Hallagan,2020,December,Wednesday,lip gloss,42,127.9516763,midwest
1034,Emilee,2020,September,Wednesday,eye liner,9,29.02729305,west
1035,Emilee,2019,April,Sunday,foundation,8,26.39942545,east
1036,Betsy,2018,August,Wednesday,foundation,69,209.1457372,south
1037,Cristina,2020,October,Thursday,mascara,2,7.727073552,south
1038,Cici,2018,September,Friday,eye liner,3,10.48745505,midwest
1039,Emilee,2019,June,Wednesday,lipstick,76,230.1413463,midwest
1040,Cristina,2018,June,Monday,eye liner,7,18.43466207,west
1041,Colleen,2020,July,Wednesday,mascara,24,74.04034304,west
1042,Jen,2020,September,Saturday,foundation,35,106.6694499,west
1043,Cici,2018,March,Sunday,foundation,23,71.09951312,west
1044,Zaret,2020,April,Sunday,eye liner,32,97.98259972,east
1045,Cristina,2018,August,Thursday,mascara,46,139.8220389,midwest
1046,Cici,2018,February,Friday,lip gloss,28,85.9135869,midwest
1047,Cici,2019,January,Thursday,lipstick,58,176.3826235,south
1048,Emilee,2019,November,Wednesday,lip gloss,19,59.08396823,south
1049,Colleen,2018,August,Wednesday,lip gloss,79,238.6361797,east
1050,Betsy,2018,December,Friday,mascara,31,94.12454821,midwest
1051,Cici,2019,November,Wednesday,eye liner,4,14.29279817,south
1052,Colleen,2020,March,Tuesday,foundation,91,275.5094233,midwest
1053,Hallagan,2019,June,Wednesday,lip gloss,51,154.7463095,south
1054,Emilee,2018,January,Thursday,eye liner,2,8.344304821,south
1055,Jen,2019,July,Thursday,lipstick,42,127.6840268,west
1056,Betsy,2018,November,Thursday,lip gloss,57,173.0998861,east
1057,Colleen,2018,September,Friday,foundation,63,190.2094535,east
1058,Betsy,2018,May,Tuesday,mascara,37,112.9709011,midwest
1059,Betsy,2018,March,Wednesday,lip gloss,30,92.61209992,south
1060,Hallagan,2020,March,Tuesday,foundation,31,95.22083891,east
1061,Cristina,2018,March,Wednesday,eye liner,55,167.3254047,east
1062,Jen,2019,December,Monday,eye liner,5,12.64388144,south
1063,Zaret,2018,April,Friday,lip gloss,28,85.46090469,east
1064,Emilee,2019,August,Saturday,eye liner,93,280.1503236,midwest
1065,Jen,2019,October,Friday,lipstick,13,40.96941297,midwest
1066,Betsy,2020,March,Monday,foundation,94,283.9002152,east
1067,Jen,2019,March,Saturday,foundation,1,4.85687018,east
1068,Cici,2019,September,Monday,foundation,5,16.49306781,west
1069,Colleen,2020,May,Friday,mascara,60,181.3296035,south
1070,Hallagan,2018,July,Tuesday,lip gloss,67,203.0208558,south
1071,Hallagan,2018,December,Friday,foundation,87,263.5192963,south
1072,Hallagan,2018,November,Thursday,mascara,53,161.0692547,west
1073,Jen,2019,August,Tuesday,lip gloss,74,224.197318,south
1074,Betsy,2020,November,Tuesday,lip gloss,83,251.4010525,east
1075,Cici,2019,October,Friday,mascara,45,136.7935068,midwest
1076,Jen,2018,June,Monday,lip gloss,36,109.9602182,east
1077,Hallagan,2019,December,Monday,foundation,82,248.1965176,midwest
1078,Ashley,2020,August,Tuesday,foundation,18,56.50506071,east
1079,Emilee,2018,April,Monday,foundation,21,64.56759925,south
1080,Colleen,2019,June,Sunday,foundation,56,170.1652513,south
1081,Cici,2020,April,Sunday,eye liner,51,154.9639063,east
1082,Cristina,2020,March,Monday,foundation,88,266.1549639,west
1083,Emilee,2019,April,Thursday,eye liner,93,280.9578585,east
1084,Ashley,2018,September,Friday,lip gloss,4,9.795093781,west
1085,Colleen,2019,April,Thursday,eye liner,30,91.83851958,south
1086,Jen,2019,December,Monday,foundation,81,245.6182942,south
1087,Colleen,2019,April,Thursday,foundation,58,175.793507,midwest
1088,Ashley,2017,December,Sunday,mascara,50,151.9618082,midwest
1089,Zaret,2018,June,Monday,lip gloss,92,277.64731,south
1090,Ashley,2020,November,Tuesday,foundation,27,82.12490417,south
1091,Zaret,2018,August,Sunday,foundation,61,184.4539039,south
1092,Colleen,2020,July,Thursday,mascara,7,23.19827234,south
1093,Betsy,2018,December,Friday,lip gloss,25,76.51797861,midwest
1094,Ashley,2018,August,Sunday,lip gloss,84,254.2131077,south
1095,Betsy,2018,March,Thursday,eye liner,66,199.9245173,west
1096,Emilee,2018,May,Tuesday,eye liner,89,269.2347178,east
1097,Cristina,2019,May,Friday,foundation,32,97.88331058,midwest
1098,Cristina,2020,July,Wednesday,lip gloss,78,236.2603256,midwest
1099,Emilee,2020,March,Friday,lipstick,56,169.9866656,west
1100,Colleen,2020,December,Thursday,foundation,80,241.5378676,midwest
1101,Cici,2019,January,Thursday,mascara,72,218.3289651,midwest
1102,Zaret,2019,November,Wednesday,lip gloss,23,71.29868658,east
1103,Cici,2020,March,Monday,mascara,2,3.688609044,west
1104,Colleen,2018,October,Tuesday,lip gloss,81,245.3685784,south
1105,Emilee,2019,November,Saturday,lipstick,4,10.62659889,west
1106,Betsy,2018,December,Saturday,mascara,81,245.470791,south
1107,Colleen,2018,March,Wednesday,lipstick,9,24.90160777,midwest
1108,Hallagan,2019,March,Tuesday,eye liner,67,203.3886615,west
1109,Betsy,2019,January,Thursday,mascara,27,83.25965024,west
1110,Colleen,2020,March,Monday,mascara,1,1.448650293,east
1111,Ashley,2019,August,Wednesday,mascara,24,74.44844247,east
1112,Hallagan,2020,January,Wednesday,eye liner,80,241.9681122,east
1113,Zaret,2018,October,Tuesday,lip gloss,82,248.2091753,south
1114,Jen,2019,December,Friday,foundation,1,5.551862343,east
1115,Cristina,2018,April,Monday,foundation,11,35.27754788,west
1116,Betsy,2020,July,Sunday,mascara,12,37.33138881,east
1117,Cici,2018,December,Friday,eye liner,54,164.3817157,east
1118,Jen,2020,October,Friday,mascara,78,236.6561927,west
1119,Cici,2018,February,Friday,mascara,8,21.77000004,west
1120,Betsy,2018,February,Tuesday,eye liner,6,19.84429849,south
1121,Zaret,2018,October,Tuesday,foundation,30,91.74824347,west
1122,Colleen,2020,January,Wednesday,lip gloss,55,166.8144902,south
1123,Cici,2020,March,Tuesday,eye liner,53,161.2413042,east
1124,Ashley,2019,February,Monday,mascara,29,88.93103591,east
1125,Betsy,2018,April,Monday,lip gloss,75,227.0378819,midwest
1126,Ashley,2018,November,Monday,foundation,78,235.6808415,south
1127,Zaret,2020,September,Wednesday,foundation,6,20.38612612,south
1128,Colleen,2019,July,Friday,lip gloss,57,172.6696683,west
1129,Hallagan,2019,April,Sunday,eye liner,35,106.5278247,south
1130,Cici,2020,November,Tuesday,eye liner,72,217.3653218,midwest
1131,Jen,2018,June,Thursday,mascara,79,238.3154657,south
1132,Cici,2019,April,Thursday,lip gloss,89,269.018617,west
1133,Jen,2019,April,Monday,eye liner,84,252.5849497,east
1134,Cristina,2020,September,Saturday,mascara,43,130.6551517,west
1135,Emilee,2020,January,Saturday,lip gloss,4,9.965195043,midwest
1136,Emilee,2019,January,Wednesday,foundation,51,154.6603101,west
1137,Betsy,2020,May,Monday,lip gloss,17,53.07257685,west
1138,Hallagan,2020,November,Tuesday,mascara,51,155.2358469,west
1139,Jen,2020,March,Monday,eye liner,14,44.19565165,west
1140,Ashley,2020,December,Sunday,lip gloss,60,181.8725906,east
1141,Cici,2018,November,Thursday,mascara,8,21.98166931,west
1142,Colleen,2019,June,Sunday,foundation,95,286.6617112,south
1143,Zaret,2020,January,Wednesday,foundation,66,199.5938614,east
1144,Zaret,2018,December,Tuesday,lip gloss,77,232.62615,midwest
1145,Hallagan,2018,December,Friday,eye liner,65,197.3309601,east
1146,Hallagan,2019,April,Thursday,mascara,29,89.18424783,midwest
1147,Zaret,2018,July,Friday,lipstick,8,26.08816742,east
1148,Ashley,2020,January,Tuesday,lipstick,42,127.8685805,east
1149,Betsy,2018,February,Saturday,foundation,93,280.7211875,midwest
1150,Zaret,2018,June,Sunday,foundation,69,209.1536282,south
1151,Colleen,2020,July,Wednesday,mascara,91,274.8044712,south
1152,Hallagan,2019,January,Thursday,eye liner,11,34.52099866,south
1153,Hallagan,2018,December,Saturday,lip gloss,1,1.562904184,midwest
1154,Jen,2018,December,Tuesday,mascara,52,158.2107149,south
1155,Betsy,2020,March,Monday,lipstick,10,28.63501438,south
1156,Zaret,2020,November,Saturday,mascara,33,100.5069678,south
1157,Betsy,2018,October,Tuesday,lipstick,1,1.115583708,west
1158,Colleen,2020,August,Tuesday,mascara,24,73.54151673,west
1159,Jen,2018,May,Saturday,foundation,71,214.7031623,midwest
1160,Hallagan,2018,November,Thursday,lip gloss,88,265.86483,south
1161,Betsy,2019,July,Friday,lip gloss,16,49.99050181,west
1162,Cici,2019,June,Wednesday,foundation,7,23.19215069,east
1163,Emilee,2018,September,Friday,mascara,46,140.4791075,south
1164,Ashley,2018,November,Monday,foundation,10,27.58427738,midwest
1165,Hallagan,2020,June,Saturday,lip gloss,83,251.1332361,west
1166,Jen,2020,March,Friday,lip gloss,85,256.2255287,south
1167,Zaret,2019,September,Sunday,eye liner,18,56.22179688,midwest
1168,Cristina,2018,September,Friday,lipstick,83,251.4037517,midwest
1169,Cici,2020,November,Saturday,lip gloss,71,214.7203778,south
1170,Emilee,2018,August,Thursday,eye liner,2,7.932485441,east
1171,Betsy,2020,November,Tuesday,foundation,71,215.030861,west
1172,Zaret,2019,September,Thursday,lipstick,68,206.2058909,south
1173,Emilee,2018,November,Sunday,eye liner,30,92.33205932,east
1174,Hallagan,2020,January,Wednesday,lipstick,72,217.8071939,west
1175,Jen,2018,August,Sunday,eye liner,73,221.3665261,east
1176,Betsy,2020,January,Saturday,lip gloss,28,86.46842112,east
1177,Cici,2020,March,Friday,mascara,40,122.6364281,midwest
1178,Emilee,2020,December,Wednesday,foundation,8,22.29551464,west
1179,Ashley,2019,April,Sunday,lipstick,70,211.6914545,east
1180,Betsy,2019,December,Monday,eye liner,3,10.72178134,midwest
1181,Betsy,2018,December,Friday,eye liner,33,100.6825833,midwest
1182,Colleen,2018,August,Sunday,lip gloss,88,265.7476632,east
1183,Emilee,2018,December,Saturday,mascara,39,119.1661099,east
1184,Cici,2019,June,Sunday,lipstick,64,193.6373538,midwest
1185,Jen,2020,June,Saturday,lip gloss,0,2.131812301,east
1186,Cristina,2018,March,Sunday,lipstick,26,80.3737668,south
1187,Ashley,2018,March,Wednesday,lip gloss,0,1.488068506,west
1188,Betsy,2020,June,Tuesday,foundation,76,229.7723886,east
1189,Emilee,2018,October,Wednesday,eye liner,75,227.6195757,midwest
1190,Emilee,2018,June,Thursday,lip gloss,61,184.4748113,south
1191,Cici,2019,July,Monday,eye liner,2,4.280602875,midwest
1192,Hallagan,2018,February,Friday,lipstick,40,122.5516179,east
1193,Colleen,2019,February,Monday,eye liner,5,17.3840024,west
1194,Colleen,2020,September,Wednesday,eye liner,57,172.5231339,south
1195,Jen,2020,March,Tuesday,eye liner,86,259.8164652,midwest
1196,Betsy,2018,June,Thursday,lipstick,15,46.52911088,east
1197,Cici,2020,September,Saturday,eye liner,39,118.8402704,east
1198,Betsy,2018,May,Tuesday,foundation,94,284.2830817,midwest
1199,Betsy,2020,March,Tuesday,lip gloss,78,235.949096,south
1200,Cici,2020,January,Saturday,eye liner,65,196.9472375,east
1201,Ashley,2020,December,Sunday,eye liner,66,199.8942255,south
1202,Emilee,2019,May,Friday,mascara,84,254.0976579,east
1203,Betsy,2020,March,Friday,mascara,35,107.4223033,south
1204,Cristina,2018,June,Sunday,mascara,94,284.4496005,west
1205,Colleen,2019,April,Sunday,lip gloss,26,80.0089079,midwest
1206,Jen,2020,July,Thursday,eye liner,80,242.6896051,east
1207,Cristina,2018,May,Wednesday,lip gloss,7,22.74908477,west
1208,Hallagan,2020,July,Thursday,mascara,47,142.4529334,midwest
1209,Colleen,2018,September,Monday,lip gloss,32,98.66880662,west
1210,Hallagan,2019,November,Sunday,lip gloss,8,25.39718144,west
1211,Ashley,2018,July,Saturday,mascara,33,100.9083579,midwest
1212,Jen,2018,August,Thursday,eye liner,22,68.4432666,east
1213,Cici,2019,October,Tuesday,lip gloss,81,244.7024907,south
1214,Cici,2020,June,Tuesday,lipstick,81,244.8738507,midwest
1215,Ashley,2018,July,Saturday,foundation,30,91.7388439,south
1216,Zaret,2018,September,Monday,lip gloss,1,1.145171894,west
1217,Hallagan,2020,May,Monday,mascara,35,106.8544031,midwest
1218,Cici,2020,March,Friday,mascara,78,235.9605287,west
1219,Betsy,2020,August,Monday,lip gloss,15,47.22639965,south
1220,Jen,2019,January,Sunday,mascara,75,226.8774276,east
1221,Emilee,2020,October,Thursday,eye liner,12,38.14303875,south
1222,Cristina,2019,November,Wednesday,mascara,30,91.9833372,midwest
1223,Cristina,2019,May,Friday,eye liner,42,128.0454928,west
1224,Emilee,2017,December,Sunday,eye liner,8,22.14692915,east
1225,Jen,2018,April,Monday,lipstick,93,280.7371443,west
1226,Hallagan,2020,August,Tuesday,eye liner,55,167.5752453,east
1227,Ashley,2019,February,Friday,lip gloss,53,161.167569,south
1228,Emilee,2020,July,Wednesday,eye liner,20,61.77122371,west
1229,Zaret,2019,April,Thursday,lipstick,19,58.72089078,midwest
1230,Cici,2019,January,Sunday,mascara,23,70.86752056,south
1231,Betsy,2020,March,Monday,foundation,68,205.9090389,south
1232,Colleen,2020,January,Saturday,lipstick,52,157.8620126,east
1233,Ashley,2019,July,Monday,eye liner,40,121.9560653,south
1234,Colleen,2020,February,Thursday,mascara,22,67.70839712,west
1235,Colleen,2019,April,Sunday,lipstick,5,16.99010112,west
1236,Colleen,2020,April,Saturday,mascara,30,92.28377463,south
1237,Colleen,2018,March,Thursday,eye liner,6,20.24495716,west
1238,Jen,2018,September,Friday,lipstick,92,277.6301019,east
1239,Zaret,2020,May,Monday,mascara,5,12.43249037,midwest
1240,Cristina,2020,May,Thursday,lip gloss,20,61.84074031,west
1241,Emilee,2020,December,Thursday,mascara,54,163.0858874,midwest
1242,Colleen,2019,April,Sunday,eye liner,9,29.20643436,east
1243,Zaret,2019,May,Friday,eye liner,6,19.95782144,south
1244,Emilee,2018,May,Tuesday,lip gloss,47,142.8294001,east
1245,Ashley,2019,November,Wednesday,mascara,10,27.09125762,south
1246,Cici,2018,May,Saturday,mascara,90,272.3404241,midwest
1247,Betsy,2018,February,Friday,foundation,48,146.4346102,midwest
1248,Emilee,2019,April,Sunday,foundation,55,167.3252726,south
1249,Betsy,2020,June,Saturday,mascara,42,128.4786906,east
1250,Cici,2020,January,Wednesday,eye liner,39,119.4255823,west
1251,Colleen,2019,November,Wednesday,mascara,26,79.64110681,south
1252,Betsy,2020,February,Sunday,mascara,26,79.49932177,east
1253,Betsy,2019,December,Monday,eye liner,52,158.2826665,east
1254,Colleen,2018,November,Thursday,foundation,19,58.76953502,south
1255,Ashley,2018,August,Wednesday,mascara,18,55.68373972,east
1256,Hallagan,2020,November,Saturday,mascara,87,263.0413935,east
1257,Colleen,2018,October,Saturday,eye liner,46,139.9396919,midwest
1258,Betsy,2020,July,Sunday,mascara,54,163.6936472,midwest
1259,Zaret,2018,February,Saturday,mascara,21,64.70180374,south
1260,Colleen,2018,February,Friday,foundation,6,16.2371435,west
1261,Cristina,2018,November,Thursday,foundation,47,142.4130124,east
1262,Jen,2018,April,Friday,foundation,14,44.23662694,west
1263,Jen,2020,September,Sunday,foundation,73,220.5000128,west
1264,Jen,2020,December,Sunday,lip gloss,14,44.4246999,south
1265,Hallagan,2020,April,Saturday,lip gloss,95,286.7569872,midwest
1266,Cristina,2018,February,Tuesday,eye liner,64,193.367682,south
1267,Cici,2018,October,Tuesday,eye liner,47,143.1431427,midwest
1268,Cristina,2018,November,Monday,foundation,20,61.93778837,west
1269,Zaret,2018,December,Tuesday,lip gloss,71,215.3284403,west
1270,Cristina,2019,October,Friday,eye liner,66,199.4973272,west
1271,Hallagan,2018,October,Tuesday,foundation,79,239.4359281,west
1272,Hallagan,2019,October,Tuesday,mascara,7,18.40126888,east
1273,Betsy,2019,September,Monday,foundation,72,217.3530848,west
1274,Hallagan,2018,October,Tuesday,lipstick,91,275.3682391,midwest
1275,Colleen,2018,March,Wednesday,mascara,57,173.4778165,south
1276,Cici,2018,September,Friday,foundation,8,21.8274949,south
1277,Cristina,2019,September,Sunday,foundation,45,136.9559947,east
1278,Zaret,2018,October,Wednesday,eye liner,92,278.0452377,south
1279,Colleen,2018,August,Thursday,mascara,28,86.45755759,midwest
1280,Betsy,2019,January,Sunday,lipstick,79,238.9864613,west
1281,Jen,2019,January,Sunday,foundation,92,277.5379259,west
1282,Cristina,2018,April,Friday,mascara,11,34.45739197,midwest
1283,Colleen,2019,January,Sunday,eye liner,23,70.69661606,east
1284,Betsy,2020,April,Wednesday,eye liner,2,8.802377314,midwest
1285,Emilee,2018,December,Saturday,eye liner,2,3.449335663,east
1286,Hallagan,2019,June,Saturday,lip gloss,33,100.6861759,west
1287,Emilee,2020,June,Saturday,mascara,10,31.30093535,midwest
1288,Ashley,2018,November,Monday,lipstick,84,254.1193721,east
1289,Hallagan,2018,December,Tuesday,mascara,88,266.3933403,midwest
1290,Betsy,2019,July,Thursday,eye liner,95,286.6084322,east
1291,Zaret,2019,February,Monday,mascara,3,11.90388214,midwest
1292,Betsy,2020,April,Sunday,lip gloss,72,217.5813149,west
1293,Cici,2019,March,Tuesday,eye liner,58,176.6539404,midwest
1294,Ashley,2018,June,Sunday,eye liner,19,59.64335708,west
1295,Betsy,2019,April,Thursday,mascara,35,106.5070893,south
1296,Hallagan,2018,November,Monday,foundation,80,242.6333048,west
1297,Cristina,2018,January,Monday,eye liner,26,80.04858469,south
1298,Zaret,2019,July,Thursday,lip gloss,93,280.9322229,west
1299,Colleen,2019,November,Saturday,eye liner,29,90.05707639,midwest
1300,Colleen,2018,April,Friday,foundation,88,266.3692529,midwest
1301,Jen,2020,August,Friday,eye liner,5,16.87420157,east
1302,Colleen,2019,August,Tuesday,mascara,64,194.0271587,west
1303,Emilee,2019,December,Friday,lip gloss,38,116.0278143,east
1304,Jen,2018,October,Saturday,foundation,21,65.60411467,west
1305,Hallagan,2019,July,Monday,eye liner,61,184.4418929,west
1306,Zaret,2018,May,Tuesday,eye liner,53,160.795642,west
